Date,"Slack (software)"
2017-12-14,1553
2017-12-15,1491
2017-12-16,749
2017-12-17,730
2017-12-18,1643
2017-12-19,1510
2017-12-20,1437
2017-12-21,1287
2017-12-22,946
2017-12-23,569
2017-12-24,535
2017-12-25,514
2017-12-26,768
2017-12-27,986
2017-12-28,946
2017-12-29,857
2017-12-30,642
2017-12-31,515
2018-01-01,594
2018-01-02,1273
2018-01-03,1546
2018-01-04,1449
2018-01-05,2186
2018-01-06,972
2018-01-07,833
2018-01-08,1805
2018-01-09,3470
2018-01-10,2575
2018-01-11,2099
2018-01-12,1545
2018-01-13,833
2018-01-14,813
2018-01-15,1537
2018-01-16,1846
2018-01-17,1964
2018-01-18,2361
2018-01-19,2077
2018-01-20,1034
2018-01-21,900
2018-01-22,1851
2018-01-23,1912
2018-01-24,1989
2018-01-25,1936
2018-01-26,1915
2018-01-27,851
2018-01-28,898
2018-01-29,1800
2018-01-30,1892
2018-01-31,1970
2018-02-01,1930
2018-02-02,1704
2018-02-03,900
2018-02-04,840
2018-02-05,1677
2018-02-06,1829
2018-02-07,1859
2018-02-08,1832
2018-02-09,1680
2018-02-10,855
2018-02-11,892
2018-02-12,1681
2018-02-13,1883
2018-02-14,2083
2018-02-15,1879
2018-02-16,1729
2018-02-17,805
2018-02-18,829
2018-02-19,1541
2018-02-20,1821
2018-02-21,1930
2018-02-22,1866
2018-02-23,1599
2018-02-24,848
2018-02-25,811
2018-02-26,1933
2018-02-27,2035
2018-02-28,2351
2018-03-01,2391
2018-03-02,1834
2018-03-03,1034
2018-03-04,992
2018-03-05,1783
2018-03-06,2093
2018-03-07,2201
2018-03-08,1957
2018-03-09,1748
2018-03-10,950
2018-03-11,975
2018-03-12,1989
2018-03-13,1862
2018-03-14,1869
2018-03-15,1784
2018-03-16,1599
2018-03-17,840
2018-03-18,818
2018-03-19,1747
2018-03-20,1943
2018-03-21,2034
2018-03-22,2188
2018-03-23,1790
2018-03-24,874
2018-03-25,849
2018-03-26,1747
2018-03-27,1885
2018-03-28,1754
2018-03-29,1718
2018-03-30,1105
2018-03-31,674
2018-04-01,750
2018-04-02,1334
2018-04-03,1763
2018-04-04,1844
2018-04-05,1822
2018-04-06,1565
2018-04-07,782
2018-04-08,889
2018-04-09,1783
2018-04-10,1790
2018-04-11,1914
2018-04-12,1955
2018-04-13,1658
2018-04-14,773
2018-04-15,775
2018-04-16,1842
2018-04-17,1914
2018-04-18,1825
2018-04-19,1752
2018-04-20,1521
2018-04-21,872
2018-04-22,824
2018-04-23,1752
2018-04-24,1840
2018-04-25,1830
2018-04-26,1807
2018-04-27,1467
2018-04-28,810
2018-04-29,832
2018-04-30,1794
2018-05-01,1536
2018-05-02,1696
2018-05-03,1731
2018-05-04,1551
2018-05-05,702
2018-05-06,768
2018-05-07,1560
2018-05-08,2259
2018-05-09,2266
2018-05-10,1874
2018-05-11,1726
2018-05-12,911
2018-05-13,826
2018-05-14,1745
2018-05-15,1834
2018-05-16,1852
2018-05-17,1915
2018-05-18,1691
2018-05-19,791
2018-05-20,712
2018-05-21,2402
2018-05-22,2045
2018-05-23,2075
2018-05-24,1952
2018-05-25,1485
2018-05-26,659
2018-05-27,664
2018-05-28,1187
2018-05-29,1658
2018-05-30,1950
2018-05-31,1723
2018-06-01,1592
2018-06-02,794
2018-06-03,812
2018-06-04,2180
2018-06-05,2004
2018-06-06,1963
2018-06-07,1950
2018-06-08,1697
2018-06-09,726
2018-06-10,759
2018-06-11,1704
2018-06-12,1745
2018-06-13,1859
2018-06-14,
2018-06-15,
