Date,"Slack (software)"
2017-11-22,1324
2017-11-23,1032
2017-11-24,936
2017-11-25,510
2017-11-26,535
2017-11-27,1282
2017-11-28,1381
2017-11-29,1381
2017-11-30,1314
2017-12-01,1184
2017-12-02,539
2017-12-03,657
2017-12-04,1422
2017-12-05,1419
2017-12-06,1314
2017-12-07,1390
2017-12-08,1316
2017-12-09,629
2017-12-10,535
2017-12-11,1437
2017-12-12,1507
2017-12-13,1332
2017-12-14,1252
2017-12-15,1114
2017-12-16,502
2017-12-17,454
2017-12-18,1295
2017-12-19,1258
2017-12-20,1126
2017-12-21,1012
2017-12-22,698
2017-12-23,356
2017-12-24,330
2017-12-25,336
2017-12-26,578
2017-12-27,759
2017-12-28,720
2017-12-29,603
2017-12-30,415
2017-12-31,343
2018-01-01,422
2018-01-02,1046
2018-01-03,1255
2018-01-04,1170
2018-01-05,1217
2018-01-06,530
2018-01-07,531
2018-01-08,1469
2018-01-09,2508
2018-01-10,1654
2018-01-11,1514
2018-01-12,1239
2018-01-13,571
2018-01-14,578
2018-01-15,1242
2018-01-16,1533
2018-01-17,1598
2018-01-18,1916
2018-01-19,1657
2018-01-20,677
2018-01-21,581
2018-01-22,1528
2018-01-23,1546
2018-01-24,1611
2018-01-25,1561
2018-01-26,1431
2018-01-27,620
2018-01-28,623
2018-01-29,1459
2018-01-30,1496
2018-01-31,1601
2018-02-01,1590
2018-02-02,1329
2018-02-03,607
2018-02-04,594
2018-02-05,1452
2018-02-06,1501
2018-02-07,1524
2018-02-08,1462
2018-02-09,1375
2018-02-10,562
2018-02-11,615
2018-02-12,1380
2018-02-13,1518
2018-02-14,1694
2018-02-15,1515
2018-02-16,1402
2018-02-17,524
2018-02-18,555
2018-02-19,1214
2018-02-20,1457
2018-02-21,1550
2018-02-22,1463
2018-02-23,1295
2018-02-24,496
2018-02-25,536
2018-02-26,1567
2018-02-27,1654
2018-02-28,1854
2018-03-01,1792
2018-03-02,1417
2018-03-03,644
2018-03-04,704
2018-03-05,1464
2018-03-06,1708
2018-03-07,1767
2018-03-08,1570
